ID,GALGAL,OUT-0003
7708,GALGAL_R08791,ALCTOR_R00881
7709,GALGAL_R08792,ALCTOR_R00882
7710,GALGAL_R08793,ALCTOR_R07955
7711,GALGAL_R08794,ALCTOR_R07956
7712,GALGAL_R08795,ALCTOR_R11919
7713,GALGAL_R08796,ALCTOR_R11921
7714,GALGAL_R08797,ALCTOR_R06915
7715,GALGAL_R08798,ALCTOR_R07391
7716,GALGAL_R08799,ALCTOR_R11617
7717,GALGAL_R08800,ALCTOR_R07392
7718,GALGAL_R08801,ALCTOR_R11618
7719,GALGAL_R08802,ALCTOR_R07393
7720,GALGAL_R08803,ALCTOR_R04269
7721,GALGAL_R08804,ALCTOR_R07010
7722,GALGAL_R08805,ALCTOR_R02544
7723,GALGAL_R08806,ALCTOR_R02545
7724,GALGAL_R08807,ALCTOR_R11801
7725,GALGAL_R08808,ALCTOR_R08262
7726,GALGAL_R08809,ALCTOR_R03946
7727,GALGAL_R08810,ALCTOR_R03947
7728,GALGAL_R08811,ALCTOR_R10398
7729,GALGAL_R08812,ALCTOR_R14058
7730,GALGAL_R08813,ALCTOR_R07996
7731,GALGAL_R08814,ALCTOR_R13423
7732,GALGAL_R08815,ALCTOR_R07997
7733,GALGAL_R08816,ALCTOR_R13424
7734,GALGAL_R08817,ALCTOR_R13425
7735,GALGAL_R08818,ALCTOR_R02189
7736,GALGAL_R08819,ALCTOR_R02190
7737,GALGAL_R08820,ALCTOR_R06136
7738,GALGAL_R08821,ALCTOR_R06137
7739,GALGAL_R08822,ALCTOR_R06138
7740,GALGAL_R08823,ALCTOR_R10428
7741,GALGAL_R08824,ALCTOR_R10429
7742,GALGAL_R08825,ALCTOR_R06613
7743,GALGAL_R08826,ALCTOR_R05158
7744,GALGAL_R08827,-
7745,GALGAL_R08828,ALCTOR_R04216
7746,GALGAL_R08829,ALCTOR_R07714
7747,GALGAL_R08830,ALCTOR_R00167
7748,GALGAL_R08831,-
7749,GALGAL_R08832,ALCTOR_R14323
7750,GALGAL_R08833,ALCTOR_R13248
7751,GALGAL_R08834,ALCTOR_R01699
7752,GALGAL_R08835,ALCTOR_R12220
7753,GALGAL_R08836,ALCTOR_R01700
7754,GALGAL_R08837,ALCTOR_R07052
7755,GALGAL_R08838,ALCTOR_R02923
7756,GALGAL_R08839,ALCTOR_R02924
7757,GALGAL_R08840,ALCTOR_R02925
7758,GALGAL_R08841,ALCTOR_R02926
7759,GALGAL_R08842,ALCTOR_R02927
7760,GALGAL_R08843,ALCTOR_R07560
7761,GALGAL_R08844,ALCTOR_R06035
7762,GALGAL_R08845,ALCTOR_R06036
7763,GALGAL_R08846,ALCTOR_R12219
7764,GALGAL_R08847,ALCTOR_R10202
7765,GALGAL_R08848,ALCTOR_R10203
7766,GALGAL_R08849,ALCTOR_R06037
7767,GALGAL_R08850,ALCTOR_R10204
7768,GALGAL_R08851,ALCTOR_R10205
7769,GALGAL_R08852,ALCTOR_R10206
7770,GALGAL_R08853,ALCTOR_R01541
7771,GALGAL_R08854,ALCTOR_R11019
7772,GALGAL_R08855,ALCTOR_R14363
7773,GALGAL_R08856,ALCTOR_R02350
7774,GALGAL_R08857,ALCTOR_R02351
7775,GALGAL_R08858,ALCTOR_R05513
7776,GALGAL_R08859,ALCTOR_R03617
7777,GALGAL_R08860,ALCTOR_R07859
7778,GALGAL_R08861,-
7779,GALGAL_R08862,-
7780,GALGAL_R08863,ALCTOR_R11471
7781,GALGAL_R08864,ALCTOR_R04900
7782,GALGAL_R08865,ALCTOR_R11003
7783,GALGAL_R08866,ALCTOR_R11004
7784,GALGAL_R08867,ALCTOR_R04901
7785,GALGAL_R08868,ALCTOR_R04902
7786,GALGAL_R08869,ALCTOR_R09243
7787,GALGAL_R08870,ALCTOR_R06438
7788,GALGAL_R08871,ALCTOR_R09070
7789,GALGAL_R08872,ALCTOR_R10573
7790,GALGAL_R08873,ALCTOR_R10574
7791,GALGAL_R08874,ALCTOR_R02464
7792,GALGAL_R08875,ALCTOR_R14594
7793,GALGAL_R08876,ALCTOR_R11210
7794,GALGAL_R08877,ALCTOR_R02379
7795,GALGAL_R08878,ALCTOR_R04848
7796,GALGAL_R08879,ALCTOR_R06939
7797,GALGAL_R08880,ALCTOR_R00875
7798,GALGAL_R08881,ALCTOR_R00876
7799,GALGAL_R08882,ALCTOR_R10338
7800,GALGAL_R08883,ALCTOR_R13169
7801,GALGAL_R08884,ALCTOR_R13170
7802,GALGAL_R08885,ALCTOR_R05974
7803,GALGAL_R08886,ALCTOR_R00655
7804,GALGAL_R08887,ALCTOR_R00656
7805,GALGAL_R08888,ALCTOR_R05975
7806,GALGAL_R08889,ALCTOR_R05976
7807,GALGAL_R08890,ALCTOR_R03344
7808,GALGAL_R08891,ALCTOR_R11547
7809,GALGAL_R08892,ALCTOR_R10358
7810,GALGAL_R08893,ALCTOR_R11548
7811,GALGAL_R08894,ALCTOR_R05128
7812,GALGAL_R08895,ALCTOR_R07607
7813,GALGAL_R08896,ALCTOR_R12196
7814,GALGAL_R08897,ALCTOR_R12627
7815,GALGAL_R08898,ALCTOR_R07844
7816,GALGAL_R08899,ALCTOR_R00474
7817,GALGAL_R08900,ALCTOR_R03402
7818,GALGAL_R08901,-
7819,GALGAL_R08902,-
7820,GALGAL_R08903,ALCTOR_R03403
7821,GALGAL_R08904,ALCTOR_R05375
7822,GALGAL_R08905,ALCTOR_R05376
7823,GALGAL_R08906,ALCTOR_R09167
7824,GALGAL_R08907,ALCTOR_R02206
7825,GALGAL_R08908,ALCTOR_R09209
7826,GALGAL_R08909,ALCTOR_R09210
7827,GALGAL_R08910,ALCTOR_R14131
7828,GALGAL_R08911,ALCTOR_R13840
7829,GALGAL_R08912,ALCTOR_R09590
7830,GALGAL_R08913,ALCTOR_R09591
7831,GALGAL_R08914,ALCTOR_R03914
7832,GALGAL_R08915,ALCTOR_R01177
7833,GALGAL_R08916,ALCTOR_R10632
7834,GALGAL_R08917,ALCTOR_R14426
7835,GALGAL_R08918,ALCTOR_R04620
7836,GALGAL_R08919,ALCTOR_R09300
7837,GALGAL_R08920,-
7838,GALGAL_R08921,ALCTOR_R02581
7839,GALGAL_R08922,ALCTOR_R12938
7840,GALGAL_R08923,ALCTOR_R10892
7841,GALGAL_R08924,ALCTOR_R06055
7842,GALGAL_R08925,ALCTOR_R01460
7843,GALGAL_R08926,ALCTOR_R13143
7844,GALGAL_R08927,ALCTOR_R11280
7845,GALGAL_R08928,ALCTOR_R13144
7846,GALGAL_R08929,ALCTOR_R04795
7847,GALGAL_R08930,ALCTOR_R04796
7848,GALGAL_R08931,ALCTOR_R11265
7849,GALGAL_R08932,ALCTOR_R04797
7850,GALGAL_R08933,ALCTOR_R10938
7851,GALGAL_R08934,ALCTOR_R11203
7852,GALGAL_R08935,ALCTOR_R01065
7853,GALGAL_R08936,ALCTOR_R00793
7854,GALGAL_R08937,ALCTOR_R00794
7855,GALGAL_R08938,ALCTOR_R14066
7856,GALGAL_R08939,ALCTOR_R08357
7857,GALGAL_R08940,ALCTOR_R11381
7858,GALGAL_R08941,ALCTOR_R12457
7859,GALGAL_R08942,ALCTOR_R05819
7860,GALGAL_R08943,ALCTOR_R06516
7861,GALGAL_R08944,ALCTOR_R01402
7862,GALGAL_R08945,ALCTOR_R05820
7863,GALGAL_R08946,ALCTOR_R05821
7864,GALGAL_R08947,ALCTOR_R05822
7865,GALGAL_R08948,-
7866,GALGAL_R08949,ALCTOR_R13490
7867,GALGAL_R08950,ALCTOR_R13491
7868,GALGAL_R08951,ALCTOR_R00740
7869,GALGAL_R08952,ALCTOR_R00834
7870,GALGAL_R08953,ALCTOR_R09593
7871,GALGAL_R08954,ALCTOR_R01208
7872,GALGAL_R08955,ALCTOR_R10072
7873,GALGAL_R08956,ALCTOR_R05823
7874,GALGAL_R08957,ALCTOR_R05175
7875,GALGAL_R08958,ALCTOR_R05176
7876,GALGAL_R08959,ALCTOR_R06239
7877,GALGAL_R08960,ALCTOR_R11740
7878,GALGAL_R08961,ALCTOR_R11741
7879,GALGAL_R08962,ALCTOR_R08425
7880,GALGAL_R08963,ALCTOR_R05597
7881,GALGAL_R08964,ALCTOR_R05640
7882,GALGAL_R08965,ALCTOR_R02082
7883,GALGAL_R08966,ALCTOR_R05713
7884,GALGAL_R08967,ALCTOR_R05419
7885,GALGAL_R08968,ALCTOR_R02083
7886,GALGAL_R08969,ALCTOR_R01275
7887,GALGAL_R08970,ALCTOR_R03515
7888,GALGAL_R08971,ALCTOR_R11494
7889,GALGAL_R08972,ALCTOR_R02688
7890,GALGAL_R08973,ALCTOR_R05763
7891,GALGAL_R08974,ALCTOR_R11455
7892,GALGAL_R08975,ALCTOR_R12950
7893,GALGAL_R08976,ALCTOR_R08500
7894,GALGAL_R08977,ALCTOR_R04120
7895,GALGAL_R08978,-
7896,GALGAL_R08979,ALCTOR_R05764
7897,GALGAL_R08980,-
7898,GALGAL_R08981,ALCTOR_R01413
7899,GALGAL_R08982,ALCTOR_R11474
7900,GALGAL_R08983,ALCTOR_R12000
7901,GALGAL_R08984,ALCTOR_R12001
7902,GALGAL_R08985,ALCTOR_R12002
7903,GALGAL_R08986,ALCTOR_R10644
7904,GALGAL_R08987,ALCTOR_R12974
7905,GALGAL_R08988,ALCTOR_R12746
7906,GALGAL_R08989,ALCTOR_R03045
7907,GALGAL_R08990,ALCTOR_R04021
7908,GALGAL_R08991,ALCTOR_R06912
7909,GALGAL_R08992,ALCTOR_R02192
7910,GALGAL_R08993,ALCTOR_R08027
7911,GALGAL_R08994,ALCTOR_R08028
7912,GALGAL_R08995,ALCTOR_R11549
7913,GALGAL_R08996,ALCTOR_R08513
7914,GALGAL_R08997,ALCTOR_R05131
7915,GALGAL_R08998,ALCTOR_R12847
7916,GALGAL_R08999,ALCTOR_R08228
7917,GALGAL_R09000,ALCTOR_R08229
7918,GALGAL_R09001,ALCTOR_R10134
7919,GALGAL_R09002,ALCTOR_R10135
7920,GALGAL_R09003,ALCTOR_R11480
7921,GALGAL_R09004,ALCTOR_R05498
7922,GALGAL_R09005,ALCTOR_R04936
7923,GALGAL_R09006,ALCTOR_R08581
7924,GALGAL_R09007,ALCTOR_R03929
7925,GALGAL_R09008,-
7926,GALGAL_R09009,ALCTOR_R01375
7927,GALGAL_R09010,ALCTOR_R07309
7928,GALGAL_R09011,ALCTOR_R07310
7929,GALGAL_R09012,ALCTOR_R07311
7930,GALGAL_R09013,ALCTOR_R07312
7931,GALGAL_R09014,-
7932,GALGAL_R09015,ALCTOR_R04483
7933,GALGAL_R09016,ALCTOR_R01153
7934,GALGAL_R09017,ALCTOR_R00462
7935,GALGAL_R09018,ALCTOR_R00463
7936,GALGAL_R09019,ALCTOR_R08193
7937,GALGAL_R09020,ALCTOR_R09505
7938,GALGAL_R09021,ALCTOR_R11382
7939,GALGAL_R09022,ALCTOR_R08139
7940,GALGAL_R09023,ALCTOR_R08140
7941,GALGAL_R09024,ALCTOR_R03879
7942,GALGAL_R09025,ALCTOR_R02160
7943,GALGAL_R09026,ALCTOR_R08634
7944,GALGAL_R09027,ALCTOR_R04126
7945,GALGAL_R09028,ALCTOR_R00624
7946,GALGAL_R09029,-
7947,GALGAL_R09030,ALCTOR_R13200
7948,GALGAL_R09031,ALCTOR_R09076
7949,GALGAL_R09032,ALCTOR_R06828
7950,GALGAL_R09033,ALCTOR_R00592
7951,GALGAL_R09034,ALCTOR_R07174
7952,GALGAL_R09035,ALCTOR_R07175
7953,GALGAL_R09036,ALCTOR_R07176
7954,GALGAL_R09037,ALCTOR_R07177
7955,GALGAL_R09038,ALCTOR_R03011
7956,GALGAL_R09039,ALCTOR_R03007
7957,GALGAL_R09040,ALCTOR_R03008
7958,GALGAL_R09041,ALCTOR_R03009
7959,GALGAL_R09042,ALCTOR_R03010
7960,GALGAL_R09043,ALCTOR_R10663
7961,GALGAL_R09044,ALCTOR_R06635
7962,GALGAL_R09045,ALCTOR_R06636
7963,GALGAL_R09046,ALCTOR_R06637
7964,GALGAL_R09047,ALCTOR_R09523
7965,GALGAL_R09048,ALCTOR_R09524
7966,GALGAL_R09049,ALCTOR_R02158
7967,GALGAL_R09050,ALCTOR_R07527
7968,GALGAL_R09051,ALCTOR_R07528
7969,GALGAL_R09052,ALCTOR_R12264
7970,GALGAL_R09053,ALCTOR_R12265
7971,GALGAL_R09054,ALCTOR_R00674
7972,GALGAL_R09055,ALCTOR_R00675
7973,GALGAL_R09056,ALCTOR_R00676
7974,GALGAL_R09057,ALCTOR_R12049
7975,GALGAL_R09058,ALCTOR_R12050
7976,GALGAL_R09059,ALCTOR_R09881
7977,GALGAL_R09060,ALCTOR_R10541
7978,GALGAL_R09061,ALCTOR_R10538
7979,GALGAL_R09062,ALCTOR_R10539
7980,GALGAL_R09063,-
7981,GALGAL_R09064,ALCTOR_R13202
7982,GALGAL_R09065,ALCTOR_R10622
7983,GALGAL_R09066,ALCTOR_R10623
7984,GALGAL_R09067,-
7985,GALGAL_R09068,ALCTOR_R07898
7986,GALGAL_R09069,ALCTOR_R07899
7987,GALGAL_R09070,ALCTOR_R07900
7988,GALGAL_R09071,ALCTOR_R07901
7989,GALGAL_R09072,ALCTOR_R09802
7990,GALGAL_R09073,ALCTOR_R13660
7991,GALGAL_R09074,ALCTOR_R10686
7992,GALGAL_R09075,-
7993,GALGAL_R09076,ALCTOR_R11293
7994,GALGAL_R09077,ALCTOR_R10994
7995,GALGAL_R09078,ALCTOR_R00137
7996,GALGAL_R09079,ALCTOR_R00138
7997,GALGAL_R09080,ALCTOR_R06084
7998,GALGAL_R09081,ALCTOR_R06085
7999,GALGAL_R09082,-
8000,GALGAL_R09083,ALCTOR_R06086
8001,GALGAL_R09084,ALCTOR_R01185
8002,GALGAL_R09085,ALCTOR_R14026
8003,GALGAL_R09086,ALCTOR_R02817
8004,GALGAL_R09087,ALCTOR_R03921
8005,GALGAL_R09088,ALCTOR_R03922
8006,GALGAL_R09089,ALCTOR_R14070
8007,GALGAL_R09090,-
8008,GALGAL_R09091,ALCTOR_R10210
8009,GALGAL_R09092,ALCTOR_R10212
8010,GALGAL_R09093,ALCTOR_R14365
8011,GALGAL_R09094,ALCTOR_R12978
8012,GALGAL_R09095,ALCTOR_R11124
8013,GALGAL_R09096,ALCTOR_R10887
8014,GALGAL_R09097,ALCTOR_R14386
8015,GALGAL_R09098,ALCTOR_R06392
8016,GALGAL_R09099,ALCTOR_R05946
8017,GALGAL_R09100,ALCTOR_R05947
8018,GALGAL_R09101,ALCTOR_R05948
8019,GALGAL_R09102,ALCTOR_R13708
8020,GALGAL_R09103,ALCTOR_R07537
8021,GALGAL_R09104,ALCTOR_R07538
8022,GALGAL_R09105,ALCTOR_R06401
8023,GALGAL_R09106,ALCTOR_R06402
8024,GALGAL_R09107,ALCTOR_R06403
8025,GALGAL_R09108,ALCTOR_R06120
8026,GALGAL_R09109,ALCTOR_R06121
8027,GALGAL_R09110,ALCTOR_R06122
8028,GALGAL_R09111,ALCTOR_R12607
8029,GALGAL_R09112,ALCTOR_R03528
8030,GALGAL_R09113,ALCTOR_R03529
8031,GALGAL_R09114,ALCTOR_R01152
8032,GALGAL_R09116,ALCTOR_R03533
8033,GALGAL_R09117,ALCTOR_R10430
8034,GALGAL_R09118,ALCTOR_R10512
8035,GALGAL_R09119,ALCTOR_R05023
8036,GALGAL_R09120,ALCTOR_R11922
8037,GALGAL_R09121,ALCTOR_R13015
8038,GALGAL_R09122,ALCTOR_R12463
8039,GALGAL_R09123,ALCTOR_R04798
8040,GALGAL_R09124,ALCTOR_R12464
8041,GALGAL_R09125,ALCTOR_R06820
8042,GALGAL_R09126,ALCTOR_R13249
8043,GALGAL_R09128,ALCTOR_R00792
8044,GALGAL_R09129,ALCTOR_R03554
8045,GALGAL_R09130,ALCTOR_R02563
8046,GALGAL_R09131,ALCTOR_R08948
8047,GALGAL_R09132,ALCTOR_R10888
8048,GALGAL_R09133,ALCTOR_R00657
8049,GALGAL_R09134,ALCTOR_R12487
8050,GALGAL_R09135,-
8051,GALGAL_R09136,ALCTOR_R04621
8052,GALGAL_R09137,ALCTOR_R01540
8053,GALGAL_R09138,ALCTOR_R00593
8054,GALGAL_R09139,-
8055,GALGAL_R09140,ALCTOR_R06293
8056,GALGAL_R09141,ALCTOR_R02137
8057,GALGAL_R09142,ALCTOR_R07539
8058,GALGAL_R09143,ALCTOR_R00475
8059,GALGAL_R09144,ALCTOR_R00713
8060,GALGAL_R09145,ALCTOR_R14367
8061,GALGAL_R09146,ALCTOR_R06343
8062,GALGAL_R09147,ALCTOR_R00476
8063,GALGAL_R09148,ALCTOR_R11127
8064,GALGAL_R09149,ALCTOR_R11721
8065,GALGAL_R09150,ALCTOR_R04843
8066,GALGAL_R09151,ALCTOR_R03516
8067,GALGAL_R09152,ALCTOR_R10487
8068,GALGAL_R09153,ALCTOR_R10264
8069,GALGAL_R09154,ALCTOR_R09333
8070,GALGAL_R09155,ALCTOR_R04589
8071,GALGAL_R09156,ALCTOR_R01116
8072,GALGAL_R09157,ALCTOR_R10213
8073,GALGAL_R09158,ALCTOR_R07541
8074,GALGAL_R09159,ALCTOR_R07529
8075,GALGAL_R09160,ALCTOR_R10625
8076,GALGAL_R09161,-
8077,GALGAL_R09162,ALCTOR_R09594
8078,GALGAL_R09163,ALCTOR_R03046
8079,GALGAL_R09164,ALCTOR_R05824
8080,GALGAL_R09165,ALCTOR_R04590
8081,GALGAL_R09166,ALCTOR_R10702
8082,GALGAL_R09167,ALCTOR_R04844
8083,GALGAL_R09168,ALCTOR_R10633
8084,GALGAL_R09169,ALCTOR_R06411
8085,GALGAL_R09170,ALCTOR_R06393
8086,GALGAL_R09171,ALCTOR_R12355
8087,GALGAL_R09172,ALCTOR_R04591
8088,GALGAL_R09173,ALCTOR_R10643
8089,GALGAL_R09174,ALCTOR_R13962
8090,GALGAL_R09175,ALCTOR_R13332
8091,GALGAL_R09176,ALCTOR_R12154
8092,GALGAL_R09177,ALCTOR_R13333
8093,GALGAL_R09178,ALCTOR_R08100
8094,GALGAL_R09179,ALCTOR_R06394
8095,GALGAL_R09180,ALCTOR_R06168
8096,GALGAL_R09181,ALCTOR_R06123
8097,GALGAL_R09182,ALCTOR_R01409
8098,GALGAL_R09183,ALCTOR_R10687
8099,GALGAL_R09184,ALCTOR_R10211
8100,GALGAL_R09185,ALCTOR_R10688
8101,GALGAL_R09186,ALCTOR_R00759
8102,GALGAL_R09187,ALCTOR_R07845
8103,GALGAL_R09188,ALCTOR_R13866
8104,GALGAL_R09189,ALCTOR_R01965
8105,GALGAL_R09190,ALCTOR_R11167
8106,GALGAL_R09191,ALCTOR_R11742
8107,GALGAL_R09192,ALCTOR_R09913
8108,GALGAL_R09193,ALCTOR_R05825
8109,GALGAL_R09194,-
8110,GALGAL_R09195,ALCTOR_R13556
8111,GALGAL_R09196,ALCTOR_R04849
8112,GALGAL_R09197,ALCTOR_R10392
8113,GALGAL_R09198,ALCTOR_R12271
8114,GALGAL_R09199,ALCTOR_R07530
8115,GALGAL_R09200,ALCTOR_R06412
8116,GALGAL_R09201,ALCTOR_R00948
8117,GALGAL_R09202,ALCTOR_R02564
8118,GALGAL_R09203,ALCTOR_R13487
8119,GALGAL_R09204,ALCTOR_R10214
8120,GALGAL_R09205,ALCTOR_R09244
8121,GALGAL_R09206,ALCTOR_R05766
8122,GALGAL_R09207,ALCTOR_R10611
8123,GALGAL_R09208,ALCTOR_R04969
8124,GALGAL_R09209,ALCTOR_R00795
8125,GALGAL_R09217,ALCTOR_R11300
8126,GALGAL_R09218,ALCTOR_R05569
8127,GALGAL_R09219,ALCTOR_R00702
8128,GALGAL_R09220,ALCTOR_R00069
8129,GALGAL_R09221,ALCTOR_R04075
8130,GALGAL_R09222,-
8131,GALGAL_R09223,-
8132,GALGAL_R09224,ALCTOR_R03026
8133,GALGAL_R09225,ALCTOR_R12472
8134,GALGAL_R09226,ALCTOR_R03027
8135,GALGAL_R09227,ALCTOR_R05255
8136,GALGAL_R09228,ALCTOR_R03746
8137,GALGAL_R09229,ALCTOR_R05539
8138,GALGAL_R09230,ALCTOR_R07292
8139,GALGAL_R09231,ALCTOR_R07293
8140,GALGAL_R09232,ALCTOR_R07294
8141,GALGAL_R09233,ALCTOR_R05878
8142,GALGAL_R09234,ALCTOR_R05879
8143,GALGAL_R09235,ALCTOR_R04584
8144,GALGAL_R09236,ALCTOR_R11008
8145,GALGAL_R09237,ALCTOR_R11009
8146,GALGAL_R09238,ALCTOR_R11010
8147,GALGAL_R09239,ALCTOR_R14130
8148,GALGAL_R09240,ALCTOR_R12296
8149,GALGAL_R09241,ALCTOR_R12297
8150,GALGAL_R09242,ALCTOR_R00185
8151,GALGAL_R09243,ALCTOR_R00498
8152,GALGAL_R09244,ALCTOR_R00499
8153,GALGAL_R09245,ALCTOR_R07915
8154,GALGAL_R09246,ALCTOR_R07916
8155,GALGAL_R09247,ALCTOR_R06359
8156,GALGAL_R09248,-
8157,GALGAL_R09249,ALCTOR_R02245
8158,GALGAL_R09250,ALCTOR_R10963
8159,GALGAL_R09251,ALCTOR_R05495
8160,GALGAL_R09252,ALCTOR_R08524
8161,GALGAL_R09253,-
8162,GALGAL_R09254,ALCTOR_R12808
8163,GALGAL_R09255,ALCTOR_R12303
8164,GALGAL_R09256,ALCTOR_R10589
8165,GALGAL_R09257,ALCTOR_R11966
8166,GALGAL_R09258,-
8167,GALGAL_R09259,ALCTOR_R11965
8168,GALGAL_R09260,ALCTOR_R12375
8169,GALGAL_R09261,-
8170,GALGAL_R09262,ALCTOR_R01379
8171,GALGAL_R09263,ALCTOR_R05305
8172,GALGAL_R09264,ALCTOR_R12854
8173,GALGAL_R09265,ALCTOR_R02652
8174,GALGAL_R09266,ALCTOR_R09825
8175,GALGAL_R09267,ALCTOR_R07054
8176,GALGAL_R09268,-
8177,GALGAL_R09269,ALCTOR_R05228
8178,GALGAL_R09270,ALCTOR_R14228
8179,GALGAL_R09271,ALCTOR_R06795
8180,GALGAL_R09272,ALCTOR_R09762
8181,GALGAL_R09273,ALCTOR_R05542
8182,GALGAL_R09274,ALCTOR_R04148
8183,GALGAL_R09275,ALCTOR_R00070
8184,GALGAL_R09276,ALCTOR_R01566
8185,GALGAL_R09277,ALCTOR_R04653
8186,GALGAL_R09278,ALCTOR_R04654
8187,GALGAL_R09279,ALCTOR_R10500
8188,GALGAL_R09280,ALCTOR_R10501
8189,GALGAL_R09281,ALCTOR_R10502
8190,GALGAL_R09282,ALCTOR_R10503
8191,GALGAL_R09283,ALCTOR_R01234
8192,GALGAL_R09284,ALCTOR_R09057
8193,GALGAL_R09285,-
8194,GALGAL_R09286,ALCTOR_R02873
8195,GALGAL_R09287,ALCTOR_R02871
8196,GALGAL_R09288,ALCTOR_R02168
8197,GALGAL_R09289,ALCTOR_R12467
8198,GALGAL_R09290,ALCTOR_R08221
8199,GALGAL_R09291,ALCTOR_R00186
8200,GALGAL_R09292,ALCTOR_R07123
8201,GALGAL_R09293,ALCTOR_R03687
8202,GALGAL_R09294,-
8203,GALGAL_R09295,ALCTOR_R09495
8204,GALGAL_R09296,ALCTOR_R08507
8205,GALGAL_R09297,ALCTOR_R12376
8206,GALGAL_R09298,ALCTOR_R14406
8207,GALGAL_R09299,-
8208,GALGAL_R09300,-
8209,GALGAL_R09301,ALCTOR_R05880
8210,GALGAL_R09302,-
8211,GALGAL_R09303,ALCTOR_R04094
8212,GALGAL_R09304,ALCTOR_R12468
8213,GALGAL_R09305,ALCTOR_R09496
8214,GALGAL_R09306,ALCTOR_R14332
8215,GALGAL_R09307,ALCTOR_R04659
8216,GALGAL_R09308,ALCTOR_R01567
8217,GALGAL_R09309,-
8218,GALGAL_R09310,-
8219,GALGAL_R09311,-
8220,GALGAL_R09312,ALCTOR_R14154
8221,GALGAL_R09313,ALCTOR_R01273
8222,GALGAL_R09314,ALCTOR_R07297
8223,GALGAL_R09315,ALCTOR_R03030
8224,GALGAL_R09316,-
8225,GALGAL_R09317,ALCTOR_R00636
8226,GALGAL_R09318,ALCTOR_R09058
8227,GALGAL_R09319,-
8228,GALGAL_R09320,ALCTOR_R00090
8229,GALGAL_R09321,ALCTOR_R00638
8230,GALGAL_R09322,ALCTOR_R09060
8231,GALGAL_R09323,ALCTOR_R03467
8232,GALGAL_R09324,ALCTOR_R00637
8233,GALGAL_R09325,-
8234,GALGAL_R09326,-
8235,GALGAL_R09327,-
8236,GALGAL_R09328,ALCTOR_R09059
8237,GALGAL_R09329,ALCTOR_R10964
8238,GALGAL_R09330,ALCTOR_R05472
8239,GALGAL_R09331,ALCTOR_R03486
8240,GALGAL_R09332,ALCTOR_R03487
8241,GALGAL_R09333,ALCTOR_R11487
8242,GALGAL_R09334,ALCTOR_R02531
8243,GALGAL_R09335,ALCTOR_R02532
8244,GALGAL_R09336,ALCTOR_R04067
8245,GALGAL_R09337,ALCTOR_R08222
8246,GALGAL_R09338,ALCTOR_R03815
8247,GALGAL_R09339,ALCTOR_R08351
8248,GALGAL_R09340,-
8249,GALGAL_R09341,ALCTOR_R08587
8250,GALGAL_R09342,-
8251,GALGAL_R09343,ALCTOR_R09980
8252,GALGAL_R09344,ALCTOR_R03745
8253,GALGAL_R09345,ALCTOR_R05256
8254,GALGAL_R09346,ALCTOR_R03747
8255,GALGAL_R09347,ALCTOR_R05502
8256,GALGAL_R09348,ALCTOR_R09860
8257,GALGAL_R09349,ALCTOR_R02169
8258,GALGAL_R09350,ALCTOR_R02872
8259,GALGAL_R09351,ALCTOR_R09647
8260,GALGAL_R09352,ALCTOR_R08390
8261,GALGAL_R09353,ALCTOR_R08380
8262,GALGAL_R09354,ALCTOR_R12707
8263,GALGAL_R09355,ALCTOR_R06615
8264,GALGAL_R09356,ALCTOR_R06616
8265,GALGAL_R09357,ALCTOR_R10504
8266,GALGAL_R09358,ALCTOR_R10505
8267,GALGAL_R09359,ALCTOR_R02247
8268,GALGAL_R09360,ALCTOR_R02248
8269,GALGAL_R09361,ALCTOR_R07298
8270,GALGAL_R09362,ALCTOR_R01568
8271,GALGAL_R09363,ALCTOR_R01569
8272,GALGAL_R09364,ALCTOR_R09391
8273,GALGAL_R09365,ALCTOR_R09392
8274,GALGAL_R09366,ALCTOR_R06796
8275,GALGAL_R09367,ALCTOR_R09763
8276,GALGAL_R09368,ALCTOR_R09549
8277,GALGAL_R09369,ALCTOR_R05697
8278,GALGAL_R09370,ALCTOR_R10590
8279,GALGAL_R09371,ALCTOR_R12304
8280,GALGAL_R09372,ALCTOR_R05263
8281,GALGAL_R09373,ALCTOR_R02246
8282,GALGAL_R09374,ALCTOR_R10995
8283,GALGAL_R09375,ALCTOR_R08472
8284,GALGAL_R09376,ALCTOR_R14083
8285,GALGAL_R09377,-
8286,GALGAL_R09378,ALCTOR_R11332
8287,GALGAL_R09379,ALCTOR_R12680
8288,GALGAL_R09380,ALCTOR_R09559
8289,GALGAL_R09381,ALCTOR_R09560
8290,GALGAL_R09382,ALCTOR_R12141
8291,GALGAL_R09383,ALCTOR_R12142
8292,GALGAL_R09384,ALCTOR_R12143
8293,GALGAL_R09385,ALCTOR_R12144
8294,GALGAL_R09386,ALCTOR_R12298
8295,GALGAL_R09387,ALCTOR_R12299
8296,GALGAL_R09388,ALCTOR_R12725
8297,GALGAL_R09389,ALCTOR_R04586
8298,GALGAL_R09390,ALCTOR_R04587
8299,GALGAL_R09391,ALCTOR_R11070
8300,GALGAL_R09392,ALCTOR_R05881
8301,GALGAL_R09393,ALCTOR_R05882
8302,GALGAL_R09394,ALCTOR_R05883
8303,GALGAL_R09395,ALCTOR_R05884
8304,GALGAL_R09396,-
8305,GALGAL_R09397,ALCTOR_R00092
8306,GALGAL_R09398,ALCTOR_R00093
